,L,H,a,b,n,p,inputs_fraction,outputs_fraction_hlt,outputs_fraction_dis,switch_upp,Trajectory_Class
2246,20.0,20.0,0.5,0.25,10.0,1.0,0.3127,0.4089,0.3225,0.3,ABCD
2247,20.0,20.0,0.5,0.25,10.0,1.0,0.3026,0.33035,0.1725,0.3,ABCD
2248,20.0,20.0,0.5,0.25,10.0,1.0,0.2849,0.26175,0.26055,0.3,ABD
2249,20.0,20.0,0.5,0.25,10.0,1.0,0.30675,0.32130000000000003,0.27685,0.3,ABCD
2250,20.0,20.0,0.5,0.25,10.0,1.0,0.297,0.2361,0.20535,0.3,ABCD
2251,20.0,20.0,0.5,0.25,10.0,1.0,0.3051,0.09915,0.09815,0.3,ABD
2252,20.0,20.0,0.5,0.25,10.0,1.0,0.30515,0.24825,0.23,0.3,ABCD
2253,20.0,20.0,0.5,0.25,10.0,1.0,0.3087,0.5853,0.43845,0.3,ABCD
2254,20.0,20.0,0.5,0.25,10.0,1.0,0.3047,0.55925,0.5009,0.3,ABD
2255,20.0,20.0,0.5,0.25,10.0,1.0,0.3036,0.45655,0.41105,0.3,ABCD
2256,20.0,20.0,0.5,0.25,10.0,1.0,0.3016,0.31265,0.25045,0.3,ABCD
2257,20.0,20.0,0.5,0.25,10.0,1.0,0.3001,0.32035,0.24885000000000002,0.3,ABCD
2258,20.0,20.0,0.5,0.25,10.0,1.0,0.3115,0.40605,0.34935,0.3,ABCD
2259,20.0,20.0,0.5,0.25,10.0,1.0,0.3078,0.29815,0.29105,0.3,ABCD
2260,20.0,20.0,0.5,0.25,10.0,1.0,0.29505,0.3064,0.28115,0.3,ABCD
2261,20.0,20.0,0.5,0.25,10.0,1.0,0.29195,0.40255,0.33695,0.3,ABCD
2262,20.0,20.0,0.5,0.25,10.0,1.0,0.30855,0.26475,0.12505,0.3,ABD
2263,20.0,20.0,0.5,0.25,10.0,1.0,0.312,0.30675,0.17445,0.3,ABCD
2264,20.0,20.0,0.5,0.25,10.0,1.0,0.3033,0.31375000000000003,0.31075,0.3,ABCD
2265,20.0,20.0,0.5,0.25,10.0,1.0,0.3122,0.41585,0.38585,0.3,ABD
2266,20.0,20.0,0.5,0.25,10.0,1.0,0.2943,0.44295,0.4036,0.3,ABCD
2267,20.0,20.0,0.5,0.25,10.0,1.0,0.30195,0.3104,0.28015,0.3,ABCD
2268,20.0,20.0,0.5,0.25,10.0,1.0,0.30525,0.29545,0.16375,0.3,ABCD
2269,20.0,20.0,0.5,0.25,10.0,1.0,0.30855,0.19105,0.11005,0.3,ABCD
2270,20.0,20.0,0.5,0.25,10.0,1.0,0.3038,0.2809,0.2751,0.3,ABD
2271,20.0,20.0,0.5,0.25,10.0,1.0,0.31055,0.13955,0.09975,0.3,ABCD
2272,20.0,20.0,0.5,0.25,10.0,1.0,0.2999,0.5178,0.5124,0.3,ABD
2273,20.0,20.0,0.5,0.25,10.0,1.0,0.31355,0.58865,0.46845000000000003,0.3,ABCD
2274,20.0,20.0,0.5,0.25,10.0,1.0,0.30795,0.1898,0.1637,0.3,ABCD
2275,20.0,20.0,0.5,0.25,10.0,1.0,0.2918,0.056,0.05435,0.3,ABD
2276,20.0,20.0,0.5,0.25,10.0,1.0,0.30675,0.2386,0.2294,0.3,ABD
2277,20.0,20.0,0.5,0.25,10.0,1.0,0.30595,0.41095,0.38230000000000003,0.3,ABD
2278,20.0,20.0,0.5,0.25,10.0,1.0,0.3041,0.1105,0.1099,0.3,ABD
2279,20.0,20.0,0.5,0.25,10.0,1.0,0.31945,0.14645,0.13085,0.3,ABCD
2280,20.0,20.0,0.5,0.25,10.0,1.0,0.31525,0.32795,0.22045,0.3,ABCD
2281,20.0,20.0,0.5,0.25,10.0,1.0,0.3011,0.1199,0.10565,0.3,ABCD
2282,20.0,20.0,0.5,0.25,10.0,1.0,0.3127,0.36035,0.36035,0.3,AD
2283,20.0,20.0,0.5,0.25,10.0,1.0,0.3195,0.32955,0.22455,0.3,ABCD
2284,20.0,20.0,0.5,0.25,10.0,1.0,0.30185,0.3332,0.31525,0.3,ABCD
2285,20.0,20.0,0.5,0.25,10.0,1.0,0.3149,0.387,0.26025,0.3,ABCD
2286,20.0,20.0,0.5,0.25,10.0,1.0,0.2945,0.2827,0.2528,0.3,ABCD
2287,20.0,20.0,0.5,0.25,10.0,1.0,0.30065,0.3815,0.3809,0.3,ABD
2288,20.0,20.0,0.5,0.25,10.0,1.0,0.30475,0.30205,0.21330000000000002,0.3,ABCD
2289,20.0,20.0,0.5,0.25,10.0,1.0,0.33685,0.2873,0.23145000000000002,0.3,ABCD
2290,20.0,20.0,0.5,0.25,10.0,1.0,0.29995,0.1911,0.1357,0.3,ABD
2291,20.0,20.0,0.5,0.25,10.0,1.0,0.32165,0.6198,0.5608,0.3,ABD
2292,20.0,20.0,0.5,0.25,10.0,1.0,0.31695,0.263,0.17025,0.3,ABCD
2293,20.0,20.0,0.5,0.25,10.0,1.0,0.313,0.352,0.18814999999999998,0.3,ABCD
2294,20.0,20.0,0.5,0.25,10.0,1.0,0.29305,0.32689999999999997,0.21665,0.3,ABCD
2295,20.0,20.0,0.5,0.25,10.0,1.0,0.30985,0.48475,0.38785000000000003,0.3,ABD
2296,20.0,20.0,0.5,0.25,10.0,1.0,0.31055,0.17055,0.081,0.3,ABCD
2297,20.0,20.0,0.5,0.25,10.0,1.0,0.3174,0.37915,0.34299999999999997,0.3,ABCD
2298,20.0,20.0,0.5,0.25,10.0,1.0,0.30975,0.33565,0.26465,0.3,ABCD
2299,20.0,20.0,0.5,0.25,10.0,1.0,0.29535,0.33415,0.2529,0.3,ABCD
2300,20.0,20.0,0.5,0.25,10.0,1.0,0.31165,0.25805,0.2306,0.3,ABD
2301,20.0,20.0,0.5,0.25,10.0,1.0,0.42645,0.4505,0.36375,0.4,ABCD
2302,20.0,20.0,0.5,0.25,10.0,1.0,0.41575,0.55585,0.5045499999999999,0.4,ABCD
2303,20.0,20.0,0.5,0.25,10.0,1.0,0.4104,0.38295,0.38295,0.4,AD
2304,20.0,20.0,0.5,0.25,10.0,1.0,0.404,0.2807,0.272,0.4,ABCD
2305,20.0,20.0,0.5,0.25,10.0,1.0,0.40485,0.3901,0.2976,0.4,ABCD
2306,20.0,20.0,0.5,0.25,10.0,1.0,0.4054,0.45925,0.41945,0.4,ABCD
2307,20.0,20.0,0.5,0.25,10.0,1.0,0.3839,0.36245,0.3464,0.4,ABD
2308,20.0,20.0,0.5,0.25,10.0,1.0,0.40595,0.44215,0.33425,0.4,ABCD
2309,20.0,20.0,0.5,0.25,10.0,1.0,0.3978,0.2832,0.26075,0.4,ABCD
2310,20.0,20.0,0.5,0.25,10.0,1.0,0.4053,0.26075,0.22724999999999998,0.4,ABCD
2311,20.0,20.0,0.5,0.25,10.0,1.0,0.41325,0.5484,0.37425,0.4,ABD
2312,20.0,20.0,0.5,0.25,10.0,1.0,0.40725,0.31275000000000003,0.31275000000000003,0.4,AD
2313,20.0,20.0,0.5,0.25,10.0,1.0,0.3948,0.525,0.4637,0.4,ABD
2314,20.0,20.0,0.5,0.25,10.0,1.0,0.4076,0.40205,0.30365000000000003,0.4,ABCD
2315,20.0,20.0,0.5,0.25,10.0,1.0,0.3967,0.38065,0.33394999999999997,0.4,ABCD
2316,20.0,20.0,0.5,0.25,10.0,1.0,0.39,0.47105,0.2813,0.4,ABCD
2317,20.0,20.0,0.5,0.25,10.0,1.0,0.40795,0.3836,0.3647,0.4,ABD
2318,20.0,20.0,0.5,0.25,10.0,1.0,0.37815,0.2397,0.2323,0.4,ABD
2319,20.0,20.0,0.5,0.25,10.0,1.0,0.4011,0.2745,0.2721,0.4,ABCD
2320,20.0,20.0,0.5,0.25,10.0,1.0,0.42455,0.50505,0.4048,0.4,ABCD
2321,20.0,20.0,0.5,0.25,10.0,1.0,0.39905,0.19505,0.19445,0.4,ABD
2322,20.0,20.0,0.5,0.25,10.0,1.0,0.4037,0.4818,0.4678,0.4,ABCD
2323,20.0,20.0,0.5,0.25,10.0,1.0,0.38515,0.423,0.29475,0.4,ABD
2324,20.0,20.0,0.5,0.25,10.0,1.0,0.38745,0.35365,0.3366,0.4,ABD
2325,20.0,20.0,0.5,0.25,10.0,1.0,0.40125,0.29345,0.1911,0.4,ABCD
2326,20.0,20.0,0.5,0.25,10.0,1.0,0.41315,0.4365,0.30215,0.4,ABCD
2327,20.0,20.0,0.5,0.25,10.0,1.0,0.39255,0.30385,0.29415,0.4,ABCD
2328,20.0,20.0,0.5,0.25,10.0,1.0,0.4013,0.2329,0.155,0.4,ABCD
2329,20.0,20.0,0.5,0.25,10.0,1.0,0.39355,0.38734999999999997,0.346,0.4,ABCD
2330,20.0,20.0,0.5,0.25,10.0,1.0,0.4074,0.3124,0.3112,0.4,ABD
2331,20.0,20.0,0.5,0.25,10.0,1.0,0.4026,0.31975,0.2892,0.4,ABCD
2332,20.0,20.0,0.5,0.25,10.0,1.0,0.383,0.5283,0.5229,0.4,ABD
2333,20.0,20.0,0.5,0.25,10.0,1.0,0.4142,0.48715,0.369,0.4,ABC
2334,20.0,20.0,0.5,0.25,10.0,1.0,0.3812,0.6553,0.51915,0.4,ABCD
2335,20.0,20.0,0.5,0.25,10.0,1.0,0.39855,0.477,0.40335,0.4,ABD
2336,20.0,20.0,0.5,0.25,10.0,1.0,0.39755,0.3293,0.2701,0.4,ABCD
2337,20.0,20.0,0.5,0.25,10.0,1.0,0.40395000000000003,0.57675,0.34485,0.4,ABCD
2338,20.0,20.0,0.5,0.25,10.0,1.0,0.41145,0.4504,0.37285,0.4,ABD
2339,20.0,20.0,0.5,0.25,10.0,1.0,0.4127,0.29855,0.27715,0.4,ABD
2340,20.0,20.0,0.5,0.25,10.0,1.0,0.39995,0.39575,0.3176,0.4,ABCD
2341,20.0,20.0,0.5,0.25,10.0,1.0,0.4149,0.4583,0.4571,0.4,ABD
2342,20.0,20.0,0.5,0.25,10.0,1.0,0.4087,0.7181,0.65325,0.4,ABD
2343,20.0,20.0,0.5,0.25,10.0,1.0,0.3955,0.5055999999999999,0.3741,0.4,ABCD
2344,20.0,20.0,0.5,0.25,10.0,1.0,0.4015,0.49675,0.48525,0.4,ABD
2345,20.0,20.0,0.5,0.25,10.0,1.0,0.40415,0.20435,0.1778,0.4,ABCD
2346,20.0,20.0,0.5,0.25,10.0,1.0,0.3931,0.6078,0.5337,0.4,ABCD
2347,20.0,20.0,0.5,0.25,10.0,1.0,0.3987,0.42045,0.377,0.4,ABCD
2348,20.0,20.0,0.5,0.25,10.0,1.0,0.38595,0.52315,0.41365,0.4,ABCD
2349,20.0,20.0,0.5,0.25,10.0,1.0,0.4126,0.31365,0.2988,0.4,ABD
2350,20.0,20.0,0.5,0.25,10.0,1.0,0.39415,0.35105000000000003,0.28895,0.4,ABD
2351,20.0,20.0,0.5,0.25,10.0,1.0,0.40085,0.35595,0.35465,0.4,ABD
2352,20.0,20.0,0.5,0.25,10.0,1.0,0.4138,0.26385,0.2242,0.4,ABCD
2353,20.0,20.0,0.5,0.25,10.0,1.0,0.40855,0.3409,0.32945,0.4,ABD
2354,20.0,20.0,0.5,0.25,10.0,1.0,0.39325,0.4203,0.3125,0.4,ABCD
2355,20.0,20.0,0.5,0.25,10.0,1.0,0.41095,0.3902,0.28235,0.4,ABCD
2356,20.0,20.0,0.5,0.25,10.0,1.0,0.40045000000000003,0.4521,0.3027,0.4,ABCD
2357,20.0,20.0,0.5,0.25,10.0,1.0,0.4193,0.37729999999999997,0.3733,0.4,ABCD
2358,20.0,20.0,0.5,0.25,10.0,1.0,0.4067,0.5085000000000001,0.5083,0.4,ABD
2359,20.0,20.0,0.5,0.25,10.0,1.0,0.40345000000000003,0.45515,0.31885,0.4,ABCD
2360,20.0,20.0,0.5,0.25,10.0,1.0,0.40745,0.3711,0.3333,0.4,ABD
2361,20.0,20.0,0.5,0.25,10.0,1.0,0.4153,0.47195,0.44780000000000003,0.4,ABCD
2362,20.0,20.0,0.5,0.25,10.0,1.0,0.38965,0.59335,0.4397,0.4,ABCD
2363,20.0,20.0,0.5,0.25,10.0,1.0,0.39925,0.46255,0.3558,0.4,ABCD
2364,20.0,20.0,0.5,0.25,10.0,1.0,0.39915,0.39405,0.29965,0.4,ABD
2365,20.0,20.0,0.5,0.25,10.0,1.0,0.38,0.23225,0.16835,0.4,ABCD
2366,20.0,20.0,0.5,0.25,10.0,1.0,0.4067,0.35855000000000004,0.34405,0.4,ABCD
2367,20.0,20.0,0.5,0.25,10.0,1.0,0.3951,0.3573,0.2934,0.4,ABD
2368,20.0,20.0,0.5,0.25,10.0,1.0,0.42735,0.3229,0.29865,0.4,ABCD
2369,20.0,20.0,0.5,0.25,10.0,1.0,0.40275,0.3235,0.2917,0.4,ABCD
2370,20.0,20.0,0.5,0.25,10.0,1.0,0.4232,0.2988,0.22605,0.4,ABCD
2371,20.0,20.0,0.5,0.25,10.0,1.0,0.39945,0.5182,0.4354,0.4,ABCD
2372,20.0,20.0,0.5,0.25,10.0,1.0,0.39585,0.37695,0.34815,0.4,ABCD
2373,20.0,20.0,0.5,0.25,10.0,1.0,0.3735,0.362,0.3516,0.4,ABD
2374,20.0,20.0,0.5,0.25,10.0,1.0,0.41075,0.4953,0.4657,0.4,ABD
2375,20.0,20.0,0.5,0.25,10.0,1.0,0.40955,0.35335,0.22675,0.4,ABCD
2376,20.0,20.0,0.5,0.25,10.0,1.0,0.402,0.55445,0.5164,0.4,ABC
2377,20.0,20.0,0.5,0.25,10.0,1.0,0.40625,0.45,0.3686,0.4,ABCD
2378,20.0,20.0,0.5,0.25,10.0,1.0,0.39975,0.48360000000000003,0.4132,0.4,AB
2379,20.0,20.0,0.5,0.25,10.0,1.0,0.3915,0.48545,0.4527,0.4,ABD
2380,20.0,20.0,0.5,0.25,10.0,1.0,0.40445000000000003,0.23205,0.1073,0.4,ABCD
2381,20.0,20.0,0.5,0.25,10.0,1.0,0.39540000000000003,0.39335,0.36635,0.4,ABCD
2382,20.0,20.0,0.5,0.25,10.0,1.0,0.39725,0.22175,0.20255,0.4,ABCD
2383,20.0,20.0,0.5,0.25,10.0,1.0,0.4083,0.24395,0.12775,0.4,ABCD
2384,20.0,20.0,0.5,0.25,10.0,1.0,0.4202,0.48045,0.37470000000000003,0.4,ABCD
2385,20.0,20.0,0.5,0.25,10.0,1.0,0.4067,0.4244,0.2125,0.4,ABCD
2386,20.0,20.0,0.5,0.25,10.0,1.0,0.3997,0.3826,0.3467,0.4,ABCD
2387,20.0,20.0,0.5,0.25,10.0,1.0,0.4025,0.30685,0.29845,0.4,ABCD
2388,20.0,20.0,0.5,0.25,10.0,1.0,0.3984,0.35295,0.2673,0.4,ABD
2389,20.0,20.0,0.5,0.25,10.0,1.0,0.39625,0.523,0.48235,0.4,ABD
2390,20.0,20.0,0.5,0.25,10.0,1.0,0.38985000000000003,0.41865,0.25505,0.4,ABCD
2391,20.0,20.0,0.5,0.25,10.0,1.0,0.3814,0.22515,0.14695,0.4,ABCD
2392,20.0,20.0,0.5,0.25,10.0,1.0,0.3907,0.36775,0.3622,0.4,ABCD
2393,20.0,20.0,0.5,0.25,10.0,1.0,0.43215,0.2472,0.1738,0.4,ABCD
2394,20.0,20.0,0.5,0.25,10.0,1.0,0.40745,0.52755,0.45,0.4,ABCD
2395,20.0,20.0,0.5,0.25,10.0,1.0,0.40545,0.437,0.414,0.4,ABD
2396,20.0,20.0,0.5,0.25,10.0,1.0,0.40495000000000003,0.41035,0.3061,0.4,ABD
2397,20.0,20.0,0.5,0.25,10.0,1.0,0.40295000000000003,0.64035,0.45145,0.4,ABCD
2398,20.0,20.0,0.5,0.25,10.0,1.0,0.4031,0.26265,0.2275,0.4,ABCD
2399,20.0,20.0,0.5,0.25,10.0,1.0,0.417,0.54625,0.5224,0.4,ABD
2400,20.0,20.0,0.5,0.25,10.0,1.0,0.40215,0.2721,0.2631,0.4,ABCD
2401,20.0,20.0,0.5,0.25,10.0,1.0,0.5121,0.7992,0.78805,0.5,AB
2402,20.0,20.0,0.5,0.25,10.0,1.0,0.50125,0.24755,0.18675,0.5,ABCD
2403,20.0,20.0,0.5,0.25,10.0,1.0,0.5119,0.38115,0.34645,0.5,ABD
2404,20.0,20.0,0.5,0.25,10.0,1.0,0.5141,0.3788,0.17175,0.5,ABCD
2405,20.0,20.0,0.5,0.25,10.0,1.0,0.50385,0.51385,0.4437,0.5,ABD
2406,20.0,20.0,0.5,0.25,10.0,1.0,0.48855,0.4084,0.3472,0.5,ABCD
2407,20.0,20.0,0.5,0.25,10.0,1.0,0.50145,0.5022,0.4847,0.5,ABCD
2408,20.0,20.0,0.5,0.25,10.0,1.0,0.5084,0.65285,0.5531,0.5,ABCD
2409,20.0,20.0,0.5,0.25,10.0,1.0,0.49925,0.5819,0.5006,0.5,AB
2410,20.0,20.0,0.5,0.25,10.0,1.0,0.52135,0.5453,0.40045000000000003,0.5,ABCD
2411,20.0,20.0,0.5,0.25,10.0,1.0,0.5193,0.42465,0.37395,0.5,ABD
2412,20.0,20.0,0.5,0.25,10.0,1.0,0.4767,0.6059,0.59685,0.5,ABD
2413,20.0,20.0,0.5,0.25,10.0,1.0,0.49395,0.53415,0.37915,0.5,ABCD
2414,20.0,20.0,0.5,0.25,10.0,1.0,0.48260000000000003,0.52595,0.32825,0.5,ABCD
2415,20.0,20.0,0.5,0.25,10.0,1.0,0.5065000000000001,0.3175,0.30895,0.5,ABD
2416,20.0,20.0,0.5,0.25,10.0,1.0,0.4801,0.608,0.59505,0.5,ABCD
2417,20.0,20.0,0.5,0.25,10.0,1.0,0.5138,0.3326,0.26045,0.5,ABCD
2418,20.0,20.0,0.5,0.25,10.0,1.0,0.49425,0.5949,0.5673,0.5,AB
2419,20.0,20.0,0.5,0.25,10.0,1.0,0.49675,0.55715,0.361,0.5,ABCD
2420,20.0,20.0,0.5,0.25,10.0,1.0,0.47045,0.55285,0.51465,0.5,ABD
2421,20.0,20.0,0.5,0.25,10.0,1.0,0.4804,0.3487,0.311,0.5,ABCD
2422,20.0,20.0,0.5,0.25,10.0,1.0,0.5192,0.45835,0.4041,0.5,ABD
2423,20.0,20.0,0.5,0.25,10.0,1.0,0.4993,0.57505,0.43245,0.5,ABC
2424,20.0,20.0,0.5,0.25,10.0,1.0,0.50295,0.6013000000000001,0.4116,0.5,ABCD
2425,20.0,20.0,0.5,0.25,10.0,1.0,0.5052,0.5435,0.45785000000000003,0.5,AB
2426,20.0,20.0,0.5,0.25,10.0,1.0,0.4893,0.6952,0.6788,0.5,ABC
2427,20.0,20.0,0.5,0.25,10.0,1.0,0.517,0.3531,0.25125000000000003,0.5,ABCD
2428,20.0,20.0,0.5,0.25,10.0,1.0,0.50205,0.434,0.42055,0.5,ABD
2429,20.0,20.0,0.5,0.25,10.0,1.0,0.49015000000000003,0.4834,0.38675,0.5,ABCD
2430,20.0,20.0,0.5,0.25,10.0,1.0,0.508,0.45805,0.29255,0.5,ABCD
2431,20.0,20.0,0.5,0.25,10.0,1.0,0.5034,0.3703,0.3703,0.5,AD
2432,20.0,20.0,0.5,0.25,10.0,1.0,0.5037,0.54915,0.5154,0.5,ABCD
2433,20.0,20.0,0.5,0.25,10.0,1.0,0.4902,0.3751,0.36395,0.5,ABCD
2434,20.0,20.0,0.5,0.25,10.0,1.0,0.49765,0.29925,0.1698,0.5,ABD
2435,20.0,20.0,0.5,0.25,10.0,1.0,0.52255,0.512,0.32175,0.5,ABC
2436,20.0,20.0,0.5,0.25,10.0,1.0,0.5179,0.5268,0.49005,0.5,ABCD
2437,20.0,20.0,0.5,0.25,10.0,1.0,0.49275,0.42495,0.23835,0.5,ABCD
2438,20.0,20.0,0.5,0.25,10.0,1.0,0.51975,0.351,0.32945,0.5,ABCD
2439,20.0,20.0,0.5,0.25,10.0,1.0,0.4898,0.5441,0.47235,0.5,ABD
2440,20.0,20.0,0.5,0.25,10.0,1.0,0.5041,0.55925,0.41275,0.5,ABD
2441,20.0,20.0,0.5,0.25,10.0,1.0,0.5146000000000001,0.3137,0.2352,0.5,ABCD
2442,20.0,20.0,0.5,0.25,10.0,1.0,0.5168,0.5958,0.54195,0.5,ABD
2443,20.0,20.0,0.5,0.25,10.0,1.0,0.5095500000000001,0.45565,0.37655,0.5,ABCD
2444,20.0,20.0,0.5,0.25,10.0,1.0,0.48625,0.528,0.5052,0.5,ABD
2445,20.0,20.0,0.5,0.25,10.0,1.0,0.4877,0.3715,0.3294,0.5,ABCD
2446,20.0,20.0,0.5,0.25,10.0,1.0,0.49055,0.4106,0.3562,0.5,ABD
2447,20.0,20.0,0.5,0.25,10.0,1.0,0.49185,0.63885,0.61355,0.5,AB
2448,20.0,20.0,0.5,0.25,10.0,1.0,0.4926,0.4688,0.16755,0.5,ABCD
2449,20.0,20.0,0.5,0.25,10.0,1.0,0.497,0.28415,0.1269,0.5,ABCD
2450,20.0,20.0,0.5,0.25,10.0,1.0,0.4874,0.307,0.29355,0.5,ABD
2451,20.0,20.0,0.5,0.25,10.0,1.0,0.4811,0.3192,0.27505,0.5,ABCD
2452,20.0,20.0,0.5,0.25,10.0,1.0,0.5049,0.4152,0.2796,0.5,ABD
2453,20.0,20.0,0.5,0.25,10.0,1.0,0.5029,0.78005,0.6661,0.5,AB
2454,20.0,20.0,0.5,0.25,10.0,1.0,0.4959,0.40185,0.31475,0.5,ABCD
2455,20.0,20.0,0.5,0.25,10.0,1.0,0.4796,0.48410000000000003,0.39665,0.5,ABCD
2456,20.0,20.0,0.5,0.25,10.0,1.0,0.50215,0.63365,0.54785,0.5,AB
2457,20.0,20.0,0.5,0.25,10.0,1.0,0.49145,0.38965,0.2686,0.5,ABCD
2458,20.0,20.0,0.5,0.25,10.0,1.0,0.4956,0.58245,0.48265,0.5,ABC
2459,20.0,20.0,0.5,0.25,10.0,1.0,0.5105,0.48375,0.4635,0.5,ABD
2460,20.0,20.0,0.5,0.25,10.0,1.0,0.49075,0.3415,0.32555,0.5,ABD
2461,20.0,20.0,0.5,0.25,10.0,1.0,0.5076,0.58225,0.47685,0.5,ABCD
2462,20.0,20.0,0.5,0.25,10.0,1.0,0.51075,0.4045,0.3423,0.5,ABD
2463,20.0,20.0,0.5,0.25,10.0,1.0,0.5028,0.33035,0.32245,0.5,ABD
2464,20.0,20.0,0.5,0.25,10.0,1.0,0.4903,0.6976,0.5167,0.5,AB
2465,20.0,20.0,0.5,0.25,10.0,1.0,0.5156000000000001,0.40545000000000003,0.3528,0.5,ABD
2466,20.0,20.0,0.5,0.25,10.0,1.0,0.483,0.6886,0.64765,0.5,ABD
2467,20.0,20.0,0.5,0.25,10.0,1.0,0.5232,0.4075,0.3338,0.5,ABCD
2468,20.0,20.0,0.5,0.25,10.0,1.0,0.5027,0.4439,0.4182,0.5,ABCD
2469,20.0,20.0,0.5,0.25,10.0,1.0,0.5065500000000001,0.33735,0.3007,0.5,ABD
2470,20.0,20.0,0.5,0.25,10.0,1.0,0.49765,0.37125,0.3137,0.5,ABD
2471,20.0,20.0,0.5,0.25,10.0,1.0,0.50565,0.7030500000000001,0.5850500000000001,0.5,AB
2472,20.0,20.0,0.5,0.25,10.0,1.0,0.51085,0.5631,0.379,0.5,ABCD
2473,20.0,20.0,0.5,0.25,10.0,1.0,0.51065,0.5286,0.32625,0.5,ABC
2474,20.0,20.0,0.5,0.25,10.0,1.0,0.49235,0.20465,0.12405000000000001,0.5,ABCD
2475,20.0,20.0,0.5,0.25,10.0,1.0,0.5081,0.38,0.33140000000000003,0.5,ABCD
2476,20.0,20.0,0.5,0.25,10.0,1.0,0.5123,0.421,0.41425,0.5,ABD
2477,20.0,20.0,0.5,0.25,10.0,1.0,0.4994,0.45755,0.3668,0.5,ABCD
2478,20.0,20.0,0.5,0.25,10.0,1.0,0.5014,0.49215000000000003,0.42410000000000003,0.5,ABCD
2479,20.0,20.0,0.5,0.25,10.0,1.0,0.5043,0.61995,0.53945,0.5,ABD
2480,20.0,20.0,0.5,0.25,10.0,1.0,0.50525,0.53575,0.43895,0.5,AB
2481,20.0,20.0,0.5,0.25,10.0,1.0,0.49775,0.41455000000000003,0.3421,0.5,ABCD
2482,20.0,20.0,0.5,0.25,10.0,1.0,0.5013,0.3864,0.32705,0.5,ABCD
2483,20.0,20.0,0.5,0.25,10.0,1.0,0.4985,0.44435,0.4027,0.5,ABD
2484,20.0,20.0,0.5,0.25,10.0,1.0,0.5104,0.45295,0.32805,0.5,ABCD
2485,20.0,20.0,0.5,0.25,10.0,1.0,0.48575,0.63295,0.48825,0.5,ABD
2486,20.0,20.0,0.5,0.25,10.0,1.0,0.50805,0.42035,0.31295,0.5,ABD
2487,20.0,20.0,0.5,0.25,10.0,1.0,0.50795,0.40399999999999997,0.37865,0.5,ABD
2488,20.0,20.0,0.5,0.25,10.0,1.0,0.50875,0.6211,0.4276,0.5,ABC
2489,20.0,20.0,0.5,0.25,10.0,1.0,0.5128,0.6062,0.5548,0.5,ABC
2490,20.0,20.0,0.5,0.25,10.0,1.0,0.4874,0.5616,0.4702,0.5,ABD
2491,20.0,20.0,0.5,0.25,10.0,1.0,0.5103,0.28645,0.24335,0.5,ABD
2492,20.0,20.0,0.5,0.25,10.0,1.0,0.48360000000000003,0.4824,0.39644999999999997,0.5,ABCD
2493,20.0,20.0,0.5,0.25,10.0,1.0,0.5078,0.7762,0.7056,0.5,AB
2494,20.0,20.0,0.5,0.25,10.0,1.0,0.49905,0.2285,0.2192,0.5,ABCD
2495,20.0,20.0,0.5,0.25,10.0,1.0,0.49395,0.33195,0.27545,0.5,ABD
2496,20.0,20.0,0.5,0.25,10.0,1.0,0.5312,0.6342,0.52275,0.5,AB
2497,20.0,20.0,0.5,0.25,10.0,1.0,0.4995,0.6493,0.64555,0.5,AB
2498,20.0,20.0,0.5,0.25,10.0,1.0,0.52,0.5173,0.48160000000000003,0.5,ABC
2499,20.0,20.0,0.5,0.25,10.0,1.0,0.49295,0.5486,0.44120000000000004,0.5,ABD
2500,20.0,20.0,0.5,0.25,10.0,1.0,0.49255,0.3742,0.3104,0.5,ABCD
2501,20.0,20.0,0.5,0.25,10.0,1.0,0.59595,0.57165,0.54825,0.6,ABD
2502,20.0,20.0,0.5,0.25,10.0,1.0,0.60465,0.75665,0.63895,0.6,ABC
2503,20.0,20.0,0.5,0.25,10.0,1.0,0.59175,0.7591,0.62475,0.6,AB
2504,20.0,20.0,0.5,0.25,10.0,1.0,0.60625,0.47325,0.37475,0.6,ABD
2505,20.0,20.0,0.5,0.25,10.0,1.0,0.6115,0.56345,0.51505,0.6,AB
2506,20.0,20.0,0.5,0.25,10.0,1.0,0.61215,0.59885,0.56335,0.6,AB
2507,20.0,20.0,0.5,0.25,10.0,1.0,0.61025,0.5747,0.5308,0.6,ABD
2508,20.0,20.0,0.5,0.25,10.0,1.0,0.6027,0.6427,0.5599999999999999,0.6,ABCD
2509,20.0,20.0,0.5,0.25,10.0,1.0,0.60415,0.5011,0.37135,0.6,ABCD
2510,20.0,20.0,0.5,0.25,10.0,1.0,0.5853,0.7293000000000001,0.7111500000000001,0.6,AB
2511,20.0,20.0,0.5,0.25,10.0,1.0,0.6052,0.41985,0.2348,0.6,ABCD
2512,20.0,20.0,0.5,0.25,10.0,1.0,0.59,0.56355,0.48335,0.6,ABCD
2513,20.0,20.0,0.5,0.25,10.0,1.0,0.62515,0.4195,0.2288,0.6,ABCD
2514,20.0,20.0,0.5,0.25,10.0,1.0,0.58905,0.5665,0.4402,0.6,ABC
2515,20.0,20.0,0.5,0.25,10.0,1.0,0.6011,0.43835,0.38815,0.6,AB
2516,20.0,20.0,0.5,0.25,10.0,1.0,0.60655,0.66645,0.5521,0.6,AB
2517,20.0,20.0,0.5,0.25,10.0,1.0,0.60525,0.76915,0.57845,0.6,ABC
