,L,H,a,b,n,p,inputs_fraction,outputs_fraction_hlt,outputs_fraction_dis,switch_upp,Trajectory_Class
1,20.0,20.0,0.0,0.25,10.0,1.0,0.10785,0.6043000000000001,0.5614,0.1,ABCD
2,20.0,20.0,0.0,0.25,10.0,1.0,0.115,0.6046,0.5603,0.1,ABD
3,20.0,20.0,0.0,0.25,10.0,1.0,0.10955000000000001,0.5908,0.5794,0.1,ABCD
4,20.0,20.0,0.0,0.25,10.0,1.0,0.1123,0.67025,0.50605,0.1,BD
5,20.0,20.0,0.0,0.25,10.0,1.0,0.1121,0.58525,0.5098,0.1,ABD
6,20.0,20.0,0.0,0.25,10.0,1.0,0.1097,0.5669,0.48385,0.1,ABD
7,20.0,20.0,0.0,0.25,10.0,1.0,0.09955,0.606,0.5944,0.1,ABCD
8,20.0,20.0,0.0,0.25,10.0,1.0,0.08995,0.5262,0.5055000000000001,0.1,ABCD
9,20.0,20.0,0.0,0.25,10.0,1.0,0.1045,0.6634,0.61995,0.1,ABD
10,20.0,20.0,0.0,0.25,10.0,1.0,0.09685,0.5344,0.4866,0.1,ABD
11,20.0,20.0,0.0,0.25,10.0,1.0,0.11795,0.6138,0.5618,0.1,ABD
12,20.0,20.0,0.0,0.25,10.0,1.0,0.10300000000000001,0.5519,0.5122,0.1,ABCD
13,20.0,20.0,0.0,0.25,10.0,1.0,0.09545000000000001,0.6519,0.6279,0.1,ABD
14,20.0,20.0,0.0,0.25,10.0,1.0,0.10665000000000001,0.6424,0.59645,0.1,ABD
15,20.0,20.0,0.0,0.25,10.0,1.0,0.0924,0.57775,0.56895,0.1,ABD
16,20.0,20.0,0.0,0.25,10.0,1.0,0.1162,0.5557,0.507,0.1,ABD
17,20.0,20.0,0.0,0.25,10.0,1.0,0.10675,0.61205,0.4679,0.1,ABCD
18,20.0,20.0,0.0,0.25,10.0,1.0,0.1021,0.60305,0.4907,0.1,ABD
19,20.0,20.0,0.0,0.25,10.0,1.0,0.10225000000000001,0.5876,0.45645,0.1,ABD
20,20.0,20.0,0.0,0.25,10.0,1.0,0.10085,0.60615,0.55155,0.1,ABD
21,20.0,20.0,0.0,0.25,10.0,1.0,0.101,0.61625,0.557,0.1,ABCD
22,20.0,20.0,0.0,0.25,10.0,1.0,0.1058,0.63995,0.63815,0.1,ABD
23,20.0,20.0,0.0,0.25,10.0,1.0,0.09815,0.47635,0.44705,0.1,ABCD
24,20.0,20.0,0.0,0.25,10.0,1.0,0.1041,0.6019,0.5152,0.1,ABD
25,20.0,20.0,0.0,0.25,10.0,1.0,0.10455,0.57595,0.50015,0.1,ABCD
26,20.0,20.0,0.0,0.25,10.0,1.0,0.0963,0.51225,0.4665,0.1,ABCD
27,20.0,20.0,0.0,0.25,10.0,1.0,0.10655,0.57905,0.52415,0.1,ABCD
28,20.0,20.0,0.0,0.25,10.0,1.0,0.10495,0.541,0.48955,0.1,ABD
29,20.0,20.0,0.0,0.25,10.0,1.0,0.08355,0.45815,0.414,0.1,ABCD
30,20.0,20.0,0.0,0.25,10.0,1.0,0.1053,0.63115,0.5625,0.1,ABCD
31,20.0,20.0,0.0,0.25,10.0,1.0,0.11445,0.604,0.5456,0.1,ABD
32,20.0,20.0,0.0,0.25,10.0,1.0,0.10695,0.62395,0.51235,0.1,ABD
33,20.0,20.0,0.0,0.25,10.0,1.0,0.1069,0.6006,0.5426,0.1,ABCD
34,20.0,20.0,0.0,0.25,10.0,1.0,0.10295,0.53655,0.50445,0.1,ABCD
35,20.0,20.0,0.0,0.25,10.0,1.0,0.0953,0.6061,0.5838,0.1,ABD
36,20.0,20.0,0.0,0.25,10.0,1.0,0.10355,0.6115,0.5826,0.1,ABCD
37,20.0,20.0,0.0,0.25,10.0,1.0,0.1016,0.5396,0.5007,0.1,ABD
38,20.0,20.0,0.0,0.25,10.0,1.0,0.11155,0.65855,0.57965,0.1,ABD
39,20.0,20.0,0.0,0.25,10.0,1.0,0.1008,0.5443,0.4894,0.1,ABD
40,20.0,20.0,0.0,0.25,10.0,1.0,0.1018,0.58985,0.5514,0.1,ABCD
41,20.0,20.0,0.0,0.25,10.0,1.0,0.10575,0.5878,0.4841,0.1,ABCD
42,20.0,20.0,0.0,0.25,10.0,1.0,0.08800000000000001,0.52235,0.469,0.1,ABD
43,20.0,20.0,0.0,0.25,10.0,1.0,0.106,0.57375,0.4206,0.1,ABCD
44,20.0,20.0,0.0,0.25,10.0,1.0,0.1007,0.5758,0.5633,0.1,ABCD
45,20.0,20.0,0.0,0.25,10.0,1.0,0.11385,0.674,0.6438,0.1,ABD
46,20.0,20.0,0.0,0.25,10.0,1.0,0.09335,0.5257,0.46125,0.1,ABCD
47,20.0,20.0,0.0,0.25,10.0,1.0,0.0992,0.5335,0.4647,0.1,ABCD
48,20.0,20.0,0.0,0.25,10.0,1.0,0.1028,0.607,0.59435,0.1,ABD
49,20.0,20.0,0.0,0.25,10.0,1.0,0.09855,0.59815,0.4881,0.1,ABD
50,20.0,20.0,0.0,0.25,10.0,1.0,0.1045,0.6179,0.5670000000000001,0.1,ABD
51,20.0,20.0,0.0,0.25,10.0,1.0,0.1023,0.62325,0.53545,0.1,ABCD
52,20.0,20.0,0.0,0.25,10.0,1.0,0.10400000000000001,0.5509000000000001,0.47535,0.1,ABD
53,20.0,20.0,0.0,0.25,10.0,1.0,0.10755,0.63205,0.5863,0.1,ABD
54,20.0,20.0,0.0,0.25,10.0,1.0,0.1075,0.63725,0.55865,0.1,ABD
55,20.0,20.0,0.0,0.25,10.0,1.0,0.10885,0.63225,0.58525,0.1,ABD
56,20.0,20.0,0.0,0.25,10.0,1.0,0.09175,0.55365,0.5386,0.1,ABD
57,20.0,20.0,0.0,0.25,10.0,1.0,0.09895,0.5404,0.4916,0.1,ABCD
58,20.0,20.0,0.0,0.25,10.0,1.0,0.08855,0.50005,0.39945,0.1,ABD
59,20.0,20.0,0.0,0.25,10.0,1.0,0.0931,0.509,0.48795,0.1,ABD
60,20.0,20.0,0.0,0.25,10.0,1.0,0.10590000000000001,0.5515,0.54925,0.1,ABD
61,20.0,20.0,0.0,0.25,10.0,1.0,0.1046,0.6155,0.57075,0.1,ABCD
62,20.0,20.0,0.0,0.25,10.0,1.0,0.1028,0.59315,0.56425,0.1,ABCD
63,20.0,20.0,0.0,0.25,10.0,1.0,0.1101,0.56325,0.51375,0.1,ABCD
64,20.0,20.0,0.0,0.25,10.0,1.0,0.1118,0.655,0.5689,0.1,ABD
65,20.0,20.0,0.0,0.25,10.0,1.0,0.104,0.5846,0.54745,0.1,ABCD
66,20.0,20.0,0.0,0.25,10.0,1.0,0.09860000000000001,0.5874,0.55185,0.1,ABCD
67,20.0,20.0,0.0,0.25,10.0,1.0,0.0992,0.5547,0.51865,0.1,ABCD
68,20.0,20.0,0.0,0.25,10.0,1.0,0.09725,0.50595,0.46625,0.1,ABCD
69,20.0,20.0,0.0,0.25,10.0,1.0,0.1186,0.66815,0.53415,0.1,ABD
70,20.0,20.0,0.0,0.25,10.0,1.0,0.10640000000000001,0.63535,0.5821,0.1,ABD
71,20.0,20.0,0.0,0.25,10.0,1.0,0.09860000000000001,0.5877,0.56485,0.1,ABD
72,20.0,20.0,0.0,0.25,10.0,1.0,0.10590000000000001,0.6022,0.55415,0.1,ABD
73,20.0,20.0,0.0,0.25,10.0,1.0,0.09795000000000001,0.60825,0.5595,0.1,ABCD
74,20.0,20.0,0.0,0.25,10.0,1.0,0.10605,0.6357,0.6237,0.1,ABCD
75,20.0,20.0,0.0,0.25,10.0,1.0,0.10875,0.61495,0.52445,0.1,ABD
76,20.0,20.0,0.0,0.25,10.0,1.0,0.09935000000000001,0.5529,0.5356,0.1,ABCD
77,20.0,20.0,0.0,0.25,10.0,1.0,0.097,0.5783,0.5428499999999999,0.1,ABCD
78,20.0,20.0,0.0,0.25,10.0,1.0,0.09345,0.5743,0.54455,0.1,ABD
79,20.0,20.0,0.0,0.25,10.0,1.0,0.0995,0.5613,0.5613,0.1,AD
80,20.0,20.0,0.0,0.25,10.0,1.0,0.105,0.5344,0.49069999999999997,0.1,ABD
81,20.0,20.0,0.0,0.25,10.0,1.0,0.0966,0.55365,0.4731,0.1,ABCD
82,20.0,20.0,0.0,0.25,10.0,1.0,0.09495,0.53735,0.46865,0.1,ABCD
83,20.0,20.0,0.0,0.25,10.0,1.0,0.10255,0.55195,0.5345,0.1,ABD
84,20.0,20.0,0.0,0.25,10.0,1.0,0.1105,0.61455,0.56075,0.1,ABD
85,20.0,20.0,0.0,0.25,10.0,1.0,0.09105,0.61405,0.5720500000000001,0.1,ABD
86,20.0,20.0,0.0,0.25,10.0,1.0,0.1004,0.6306,0.5428000000000001,0.1,ABD
87,20.0,20.0,0.0,0.25,10.0,1.0,0.1132,0.5561,0.50825,0.1,ABD
88,20.0,20.0,0.0,0.25,10.0,1.0,0.0941,0.58,0.5651,0.1,ABCD
89,20.0,20.0,0.0,0.25,10.0,1.0,0.0951,0.55495,0.55495,0.1,AD
90,20.0,20.0,0.0,0.25,10.0,1.0,0.10155,0.56285,0.53615,0.1,ABCD
91,20.0,20.0,0.0,0.25,10.0,1.0,0.09505,0.5911500000000001,0.53045,0.1,ABD
92,20.0,20.0,0.0,0.25,10.0,1.0,0.10255,0.57515,0.54775,0.1,ABD
93,20.0,20.0,0.0,0.25,10.0,1.0,0.1076,0.64215,0.5527,0.1,ABD
94,20.0,20.0,0.0,0.25,10.0,1.0,0.10335,0.6224,0.5157,0.1,ABD
95,20.0,20.0,0.0,0.25,10.0,1.0,0.10795,0.5697,0.53035,0.1,ABD
96,20.0,20.0,0.0,0.25,10.0,1.0,0.0879,0.52715,0.42055000000000003,0.1,ABCD
97,20.0,20.0,0.0,0.25,10.0,1.0,0.10625,0.61485,0.56365,0.1,ABD
98,20.0,20.0,0.0,0.25,10.0,1.0,0.10980000000000001,0.5511,0.50025,0.1,ABD
99,20.0,20.0,0.0,0.25,10.0,1.0,0.0949,0.60745,0.5893,0.1,ABD
100,20.0,20.0,0.0,0.25,10.0,1.0,0.084,0.5086,0.3953,0.1,ABD
101,20.0,20.0,0.0,0.25,10.0,1.0,0.22125,0.8401,0.8313,0.2,ABD
102,20.0,20.0,0.0,0.25,10.0,1.0,0.20345,0.8132,0.8132,0.2,AD
103,20.0,20.0,0.0,0.25,10.0,1.0,0.19995,0.82755,0.68775,0.2,ABD
104,20.0,20.0,0.0,0.25,10.0,1.0,0.19605,0.87075,0.8458,0.2,ABCD
105,20.0,20.0,0.0,0.25,10.0,1.0,0.2022,0.8029,0.79025,0.2,ABD
106,20.0,20.0,0.0,0.25,10.0,1.0,0.2138,0.81605,0.79845,0.2,ABCD
107,20.0,20.0,0.0,0.25,10.0,1.0,0.20975,0.84465,0.74835,0.2,ABD
108,20.0,20.0,0.0,0.25,10.0,1.0,0.20905,0.86515,0.7095,0.2,ABD
109,20.0,20.0,0.0,0.25,10.0,1.0,0.21675,0.871,0.82455,0.2,ABD
110,20.0,20.0,0.0,0.25,10.0,1.0,0.2124,0.8239,0.7386,0.2,ABD
111,20.0,20.0,0.0,0.25,10.0,1.0,0.19655,0.8486,0.83805,0.2,ABD
112,20.0,20.0,0.0,0.25,10.0,1.0,0.19835,0.8066,0.8024,0.2,ABD
113,20.0,20.0,0.0,0.25,10.0,1.0,0.19005,0.7991,0.69475,0.2,ABCD
114,20.0,20.0,0.0,0.25,10.0,1.0,0.19935,0.7981,0.7244,0.2,ABCD
115,20.0,20.0,0.0,0.25,10.0,1.0,0.1998,0.7906,0.6485,0.2,ABCD
116,20.0,20.0,0.0,0.25,10.0,1.0,0.19715,0.7999499999999999,0.7321,0.2,ABCD
117,20.0,20.0,0.0,0.25,10.0,1.0,0.2046,0.85125,0.77935,0.2,ABD
118,20.0,20.0,0.0,0.25,10.0,1.0,0.19705,0.7733,0.6319,0.2,ABD
119,20.0,20.0,0.0,0.25,10.0,1.0,0.2266,0.84645,0.81245,0.2,ABD
120,20.0,20.0,0.0,0.25,10.0,1.0,0.17765,0.8234,0.68195,0.2,ABD
121,20.0,20.0,0.0,0.25,10.0,1.0,0.2053,0.81885,0.7596,0.2,ABCD
122,20.0,20.0,0.0,0.25,10.0,1.0,0.1956,0.84665,0.7584,0.2,ABD
123,20.0,20.0,0.0,0.25,10.0,1.0,0.1998,0.85735,0.8076,0.2,ABD
124,20.0,20.0,0.0,0.25,10.0,1.0,0.202,0.85475,0.84555,0.2,ABD
125,20.0,20.0,0.0,0.25,10.0,1.0,0.20915,0.8854,0.7209,0.2,ABCD
126,20.0,20.0,0.0,0.25,10.0,1.0,0.20125,0.88435,0.84365,0.2,ABD
127,20.0,20.0,0.0,0.25,10.0,1.0,0.1956,0.8301499999999999,0.7429,0.2,ABD
128,20.0,20.0,0.0,0.25,10.0,1.0,0.19315,0.82315,0.79855,0.2,ABD
129,20.0,20.0,0.0,0.25,10.0,1.0,0.1868,0.7795,0.66205,0.2,ABD
130,20.0,20.0,0.0,0.25,10.0,1.0,0.20775,0.8448,0.7669,0.2,ABCD
131,20.0,20.0,0.0,0.25,10.0,1.0,0.19535,0.75625,0.7189,0.2,ABCD
132,20.0,20.0,0.0,0.25,10.0,1.0,0.2067,0.86795,0.72245,0.2,ABD
133,20.0,20.0,0.0,0.25,10.0,1.0,0.1942,0.8267,0.79385,0.2,ABCD
134,20.0,20.0,0.0,0.25,10.0,1.0,0.1952,0.8635,0.7691,0.2,ABCD
135,20.0,20.0,0.0,0.25,10.0,1.0,0.19725,0.8042,0.7781,0.2,ABD
136,20.0,20.0,0.0,0.25,10.0,1.0,0.2058,0.8319,0.83055,0.2,ABD
137,20.0,20.0,0.0,0.25,10.0,1.0,0.19645,0.8632,0.8083,0.2,ABD
138,20.0,20.0,0.0,0.25,10.0,1.0,0.2083,0.78835,0.70615,0.2,ABCD
139,20.0,20.0,0.0,0.25,10.0,1.0,0.19725,0.8031,0.70885,0.2,ABD
140,20.0,20.0,0.0,0.25,10.0,1.0,0.20315,0.8197,0.77085,0.2,ABD
141,20.0,20.0,0.0,0.25,10.0,1.0,0.19685,0.8271499999999999,0.7374499999999999,0.2,ABD
142,20.0,20.0,0.0,0.25,10.0,1.0,0.2088,0.87395,0.7403,0.2,ABD
143,20.0,20.0,0.0,0.25,10.0,1.0,0.20145,0.80365,0.69115,0.2,ABD
144,20.0,20.0,0.0,0.25,10.0,1.0,0.1885,0.769,0.7369,0.2,ABD
145,20.0,20.0,0.0,0.25,10.0,1.0,0.1959,0.83545,0.82175,0.2,ABD
146,20.0,20.0,0.0,0.25,10.0,1.0,0.21275,0.8643,0.784,0.2,ABCD
147,20.0,20.0,0.0,0.25,10.0,1.0,0.193,0.83045,0.81415,0.2,ABCD
148,20.0,20.0,0.0,0.25,10.0,1.0,0.195,0.7674,0.7227,0.2,ABCD
149,20.0,20.0,0.0,0.25,10.0,1.0,0.2036,0.80715,0.79485,0.2,ABD
150,20.0,20.0,0.0,0.25,10.0,1.0,0.20305,0.78445,0.7453,0.2,ABD
151,20.0,20.0,0.0,0.25,10.0,1.0,0.21484999999999999,0.81755,0.63835,0.2,ABD
152,20.0,20.0,0.0,0.25,10.0,1.0,0.21905,0.80135,0.72075,0.2,ABCD
153,20.0,20.0,0.0,0.25,10.0,1.0,0.1984,0.77265,0.6845,0.2,ABD
154,20.0,20.0,0.0,0.25,10.0,1.0,0.1975,0.83855,0.7926,0.2,ABD
155,20.0,20.0,0.0,0.25,10.0,1.0,0.1968,0.8317,0.79755,0.2,ABD
156,20.0,20.0,0.0,0.25,10.0,1.0,0.204,0.8551,0.69105,0.2,ABCD
157,20.0,20.0,0.0,0.25,10.0,1.0,0.2065,0.8553,0.81055,0.2,ABD
158,20.0,20.0,0.0,0.25,10.0,1.0,0.20505,0.77275,0.712,0.2,ABD
159,20.0,20.0,0.0,0.25,10.0,1.0,0.20265,0.87425,0.7108,0.2,ABD
160,20.0,20.0,0.0,0.25,10.0,1.0,0.2033,0.8414,0.8368,0.2,ABD
161,20.0,20.0,0.0,0.25,10.0,1.0,0.20385,0.76315,0.6533,0.2,ABD
162,20.0,20.0,0.0,0.25,10.0,1.0,0.1981,0.80515,0.7802,0.2,ABCD
163,20.0,20.0,0.0,0.25,10.0,1.0,0.1903,0.85385,0.84465,0.2,ABD
164,20.0,20.0,0.0,0.25,10.0,1.0,0.1847,0.7574,0.70025,0.2,ABD
165,20.0,20.0,0.0,0.25,10.0,1.0,0.21335,0.86225,0.85305,0.2,ABD
166,20.0,20.0,0.0,0.25,10.0,1.0,0.20745,0.81105,0.80115,0.2,ABD
167,20.0,20.0,0.0,0.25,10.0,1.0,0.2235,0.85565,0.73795,0.2,ABD
168,20.0,20.0,0.0,0.25,10.0,1.0,0.197,0.8585,0.7903,0.2,ABD
169,20.0,20.0,0.0,0.25,10.0,1.0,0.208,0.84915,0.70665,0.2,ABD
170,20.0,20.0,0.0,0.25,10.0,1.0,0.2158,0.8869,0.81925,0.2,ABD
171,20.0,20.0,0.0,0.25,10.0,1.0,0.1964,0.8150000000000001,0.7539,0.2,ABD
172,20.0,20.0,0.0,0.25,10.0,1.0,0.1785,0.7888,0.7888,0.2,AD
173,20.0,20.0,0.0,0.25,10.0,1.0,0.21215,0.87765,0.8012,0.2,ABD
174,20.0,20.0,0.0,0.25,10.0,1.0,0.2052,0.85445,0.8281000000000001,0.2,ABD
175,20.0,20.0,0.0,0.25,10.0,1.0,0.2129,0.8102,0.7483,0.2,ABCD
176,20.0,20.0,0.0,0.25,10.0,1.0,0.19425,0.85065,0.77585,0.2,ABCD
177,20.0,20.0,0.0,0.25,10.0,1.0,0.20795,0.8234,0.8029,0.2,ABD
178,20.0,20.0,0.0,0.25,10.0,1.0,0.1894,0.78175,0.6519,0.2,ABD
179,20.0,20.0,0.0,0.25,10.0,1.0,0.19585,0.80635,0.6243,0.2,ABCD
180,20.0,20.0,0.0,0.25,10.0,1.0,0.20415,0.87105,0.8065,0.2,ABCD
181,20.0,20.0,0.0,0.25,10.0,1.0,0.222,0.87395,0.83645,0.2,ABCD
182,20.0,20.0,0.0,0.25,10.0,1.0,0.1985,0.78545,0.7601,0.2,ABD
183,20.0,20.0,0.0,0.25,10.0,1.0,0.2005,0.81605,0.7442,0.2,ABD
184,20.0,20.0,0.0,0.25,10.0,1.0,0.21495,0.84805,0.7941,0.2,ABCD
185,20.0,20.0,0.0,0.25,10.0,1.0,0.2032,0.8627,0.82485,0.2,ABCD
186,20.0,20.0,0.0,0.25,10.0,1.0,0.21095,0.76655,0.7485,0.2,ABD
187,20.0,20.0,0.0,0.25,10.0,1.0,0.1955,0.8025,0.7211,0.2,ABCD
188,20.0,20.0,0.0,0.25,10.0,1.0,0.1859,0.8713,0.80035,0.2,ABD
189,20.0,20.0,0.0,0.25,10.0,1.0,0.2159,0.8221,0.7006,0.2,ABD
190,20.0,20.0,0.0,0.25,10.0,1.0,0.20925,0.9021,0.86515,0.2,ABD
191,20.0,20.0,0.0,0.25,10.0,1.0,0.19645,0.82035,0.7701,0.2,ABD
192,20.0,20.0,0.0,0.25,10.0,1.0,0.1971,0.82685,0.7636,0.2,ABCD
193,20.0,20.0,0.0,0.25,10.0,1.0,0.2108,0.83125,0.69525,0.2,ABD
194,20.0,20.0,0.0,0.25,10.0,1.0,0.2126,0.8039499999999999,0.74775,0.2,ABCD
195,20.0,20.0,0.0,0.25,10.0,1.0,0.1989,0.8621,0.7803,0.2,ABCD
196,20.0,20.0,0.0,0.25,10.0,1.0,0.19705,0.8562,0.79325,0.2,ABD
197,20.0,20.0,0.0,0.25,10.0,1.0,0.1954,0.8321500000000001,0.64915,0.2,ABD
198,20.0,20.0,0.0,0.25,10.0,1.0,0.2061,0.8576,0.6764,0.2,ABD
199,20.0,20.0,0.0,0.25,10.0,1.0,0.1961,0.8064,0.7158,0.2,ABCD
200,20.0,20.0,0.0,0.25,10.0,1.0,0.20515,0.8876499999999999,0.8855,0.2,ABD
201,20.0,20.0,0.0,0.25,10.0,1.0,0.31585,0.9357,0.892,0.3,ABC
202,20.0,20.0,0.0,0.25,10.0,1.0,0.2975,0.9183,0.9002,0.3,ABC
203,20.0,20.0,0.0,0.25,10.0,1.0,0.30395,0.9381,0.9258,0.3,AB
204,20.0,20.0,0.0,0.25,10.0,1.0,0.2906,0.9209,0.87475,0.3,ABD
205,20.0,20.0,0.0,0.25,10.0,1.0,0.3091,0.93445,0.7831,0.3,ABD
206,20.0,20.0,0.0,0.25,10.0,1.0,0.3096,0.9478,0.94555,0.3,AB
207,20.0,20.0,0.0,0.25,10.0,1.0,0.29765,0.9504,0.8928499999999999,0.3,AB
208,20.0,20.0,0.0,0.25,10.0,1.0,0.2953,0.92635,0.88345,0.3,ABD
209,20.0,20.0,0.0,0.25,10.0,1.0,0.2985,0.9329,0.8607,0.3,ABD
210,20.0,20.0,0.0,0.25,10.0,1.0,0.29685,0.9126,0.8906999999999999,0.3,ABCD
211,20.0,20.0,0.0,0.25,10.0,1.0,0.3082,0.95885,0.88045,0.3,AB
212,20.0,20.0,0.0,0.25,10.0,1.0,0.30575,0.9031,0.70795,0.3,ABD
213,20.0,20.0,0.0,0.25,10.0,1.0,0.306,0.95415,0.86085,0.3,AB
214,20.0,20.0,0.0,0.25,10.0,1.0,0.30619999999999997,0.9644,0.95935,0.3,ABC
215,20.0,20.0,0.0,0.25,10.0,1.0,0.30755,0.9478,0.9339,0.3,AB
216,20.0,20.0,0.0,0.25,10.0,1.0,0.2968,0.8881,0.8867,0.3,ABD
217,20.0,20.0,0.0,0.25,10.0,1.0,0.31585,0.93105,0.9014,0.3,ABCD
218,20.0,20.0,0.0,0.25,10.0,1.0,0.30605,0.93675,0.9128,0.3,AB
219,20.0,20.0,0.0,0.25,10.0,1.0,0.30105,0.9215,0.9097,0.3,ABD
220,20.0,20.0,0.0,0.25,10.0,1.0,0.303,0.9546,0.81555,0.3,AB
221,20.0,20.0,0.0,0.25,10.0,1.0,0.29985,0.9175,0.85585,0.3,ABCD
222,20.0,20.0,0.0,0.25,10.0,1.0,0.29765,0.91525,0.82345,0.3,AB
223,20.0,20.0,0.0,0.25,10.0,1.0,0.30385,0.9401,0.799,0.3,AB
224,20.0,20.0,0.0,0.25,10.0,1.0,0.29375,0.92085,0.91485,0.3,AB
225,20.0,20.0,0.0,0.25,10.0,1.0,0.307,0.9238,0.88145,0.3,ABD
226,20.0,20.0,0.0,0.25,10.0,1.0,0.2987,0.9214,0.91965,0.3,AB
227,20.0,20.0,0.0,0.25,10.0,1.0,0.30735,0.94955,0.8906999999999999,0.3,ABD
228,20.0,20.0,0.0,0.25,10.0,1.0,0.29505,0.955,0.94435,0.3,AB
229,20.0,20.0,0.0,0.25,10.0,1.0,0.3026,0.9294,0.85485,0.3,ABCD
230,20.0,20.0,0.0,0.25,10.0,1.0,0.2911,0.94925,0.9315,0.3,ABC
231,20.0,20.0,0.0,0.25,10.0,1.0,0.3237,0.9346,0.92055,0.3,ABD
232,20.0,20.0,0.0,0.25,10.0,1.0,0.2921,0.92065,0.84365,0.3,ABC
233,20.0,20.0,0.0,0.25,10.0,1.0,0.3149,0.9541499999999999,0.94845,0.3,ABD
234,20.0,20.0,0.0,0.25,10.0,1.0,0.3049,0.927,0.86165,0.3,AB
235,20.0,20.0,0.0,0.25,10.0,1.0,0.32065,0.95,0.90415,0.3,AB
236,20.0,20.0,0.0,0.25,10.0,1.0,0.29375,0.96175,0.9381,0.3,ABC
237,20.0,20.0,0.0,0.25,10.0,1.0,0.2945,0.92175,0.86505,0.3,ABCD
238,20.0,20.0,0.0,0.25,10.0,1.0,0.31355,0.93695,0.91185,0.3,AB
239,20.0,20.0,0.0,0.25,10.0,1.0,0.31895,0.9293,0.8309,0.3,ABD
240,20.0,20.0,0.0,0.25,10.0,1.0,0.30065,0.9286,0.8311000000000001,0.3,AB
241,20.0,20.0,0.0,0.25,10.0,1.0,0.3052,0.92965,0.83165,0.3,AB
242,20.0,20.0,0.0,0.25,10.0,1.0,0.29925,0.95905,0.9557,0.3,AB
243,20.0,20.0,0.0,0.25,10.0,1.0,0.2983,0.86295,0.84765,0.3,AB
244,20.0,20.0,0.0,0.25,10.0,1.0,0.32345,0.94535,0.85525,0.3,AB
245,20.0,20.0,0.0,0.25,10.0,1.0,0.2897,0.90415,0.7202500000000001,0.3,AB
246,20.0,20.0,0.0,0.25,10.0,1.0,0.3013,0.92575,0.85315,0.3,ABC
247,20.0,20.0,0.0,0.25,10.0,1.0,0.3116,0.9609,0.9038499999999999,0.3,B
248,20.0,20.0,0.0,0.25,10.0,1.0,0.3041,0.88465,0.78775,0.3,ABC
249,20.0,20.0,0.0,0.25,10.0,1.0,0.31965,0.9348,0.92715,0.3,AB
250,20.0,20.0,0.0,0.25,10.0,1.0,0.29995,0.92545,0.8507,0.3,AB
251,20.0,20.0,0.0,0.25,10.0,1.0,0.29105,0.94485,0.92645,0.3,ABC
252,20.0,20.0,0.0,0.25,10.0,1.0,0.29425,0.91675,0.8904,0.3,AB
253,20.0,20.0,0.0,0.25,10.0,1.0,0.3005,0.93815,0.8855,0.3,AB
254,20.0,20.0,0.0,0.25,10.0,1.0,0.3112,0.9284,0.8563999999999999,0.3,AB
255,20.0,20.0,0.0,0.25,10.0,1.0,0.30105,0.87875,0.8251499999999999,0.3,ABD
256,20.0,20.0,0.0,0.25,10.0,1.0,0.29095,0.9177,0.76605,0.3,AB
257,20.0,20.0,0.0,0.25,10.0,1.0,0.28145,0.96115,0.9429,0.3,AB
258,20.0,20.0,0.0,0.25,10.0,1.0,0.3074,0.93265,0.9279,0.3,AB
259,20.0,20.0,0.0,0.25,10.0,1.0,0.2988,0.92445,0.91285,0.3,ABD
260,20.0,20.0,0.0,0.25,10.0,1.0,0.3134,0.9241,0.87395,0.3,AB
261,20.0,20.0,0.0,0.25,10.0,1.0,0.31415,0.94485,0.7937,0.3,AB
262,20.0,20.0,0.0,0.25,10.0,1.0,0.30585,0.94955,0.92885,0.3,ABC
263,20.0,20.0,0.0,0.25,10.0,1.0,0.30075,0.92915,0.92585,0.3,ABD
264,20.0,20.0,0.0,0.25,10.0,1.0,0.29195,0.9446,0.9081,0.3,AB
265,20.0,20.0,0.0,0.25,10.0,1.0,0.3005,0.93165,0.88395,0.3,ABD
266,20.0,20.0,0.0,0.25,10.0,1.0,0.2851,0.93085,0.8029,0.3,AB
267,20.0,20.0,0.0,0.25,10.0,1.0,0.28015,0.9124,0.8955,0.3,ABD
268,20.0,20.0,0.0,0.25,10.0,1.0,0.30215,0.94215,0.75125,0.3,AB
269,20.0,20.0,0.0,0.25,10.0,1.0,0.30875,0.93315,0.79665,0.3,ABD
270,20.0,20.0,0.0,0.25,10.0,1.0,0.3151,0.96395,0.8608,0.3,AB
271,20.0,20.0,0.0,0.25,10.0,1.0,0.3075,0.92255,0.7784,0.3,AB
272,20.0,20.0,0.0,0.25,10.0,1.0,0.28625,0.9396,0.9378,0.3,ABD
273,20.0,20.0,0.0,0.25,10.0,1.0,0.30665,0.9182,0.7733,0.3,AB
274,20.0,20.0,0.0,0.25,10.0,1.0,0.31005,0.9056,0.80665,0.3,ABD
275,20.0,20.0,0.0,0.25,10.0,1.0,0.2897,0.94465,0.89115,0.3,ABC
276,20.0,20.0,0.0,0.25,10.0,1.0,0.31315,0.9445,0.93415,0.3,ABC
277,20.0,20.0,0.0,0.25,10.0,1.0,0.3011,0.93155,0.7753,0.3,AB
278,20.0,20.0,0.0,0.25,10.0,1.0,0.3071,0.92405,0.8937499999999999,0.3,AB
279,20.0,20.0,0.0,0.25,10.0,1.0,0.30435,0.91965,0.89785,0.3,ABC
280,20.0,20.0,0.0,0.25,10.0,1.0,0.29625,0.921,0.6989,0.3,AB
