N dis_x_std b condition H p damaged_fraction undamaged_N outputs_fraction_hlt flux_fraction_hlt n active_fraction_hlt q dis_x_avg inputs active_fraction_dis inputs_fraction undamaged_fraction flux_fraction_dis dis_y_avg order dis_y_std outputs_fraction_dis L damaged_nodes
400.0 0.071145824860365 1.0 0.5 20.0 1.0 0.025 390.0 1.0 0.905 10.0 0.9175 1.0 0.9222222222222223 1.0 0.875 0.95 0.975 0.8625 0.5650000000000001 1.0 0.05500000000000001 0.75 20.0 10.0
400.0 0.071145824860365 1.0 0.5 20.0 1.0 0.025 390.0 0.9 0.7775 10.0 0.82 1.0 0.9222222222222223 1.0 0.7775 0.7 0.975 0.735 0.5650000000000001 1.0 0.05500000000000001 0.65 20.0 10.0
400.0 0.071145824860365 1.0 0.5 20.0 1.0 0.025 390.0 0.55 0.5525 10.0 0.6025 1.0 0.9222222222222223 1.0 0.5825 0.65 0.975 0.5325 0.5650000000000001 1.0 0.05500000000000001 0.4 20.0 10.0
400.0 0.071145824860365 1.0 0.5 20.0 1.0 0.025 390.0 0.55 0.5475 10.0 0.5975 1.0 0.9222222222222223 1.0 0.5775 0.6 0.975 0.5275 0.5650000000000001 1.0 0.05500000000000001 0.4 20.0 10.0
400.0 0.071145824860365 1.0 0.5 20.0 1.0 0.025 390.0 0.55 0.5475 10.0 0.5975 1.0 0.9222222222222223 1.0 0.5775 0.6 0.975 0.5275 0.5650000000000001 1.0 0.05500000000000001 0.4 20.0 10.0
400.0 0.071145824860365 1.0 0.5 20.0 1.0 0.025 390.0 0.55 0.545 10.0 0.595 1.0 0.9222222222222223 1.0 0.575 0.55 0.975 0.525 0.5650000000000001 1.0 0.05500000000000001 0.4 20.0 10.0
400.0 0.071145824860365 1.0 0.5 20.0 1.0 0.025 390.0 0.55 0.545 10.0 0.595 1.0 0.9222222222222223 1.0 0.575 0.55 0.975 0.525 0.5650000000000001 1.0 0.05500000000000001 0.4 20.0 10.0
400.0 0.071145824860365 1.0 0.5 20.0 1.0 0.025 390.0 0.55 0.505 10.0 0.5625 1.0 0.9222222222222223 1.0 0.5425 0.45 0.975 0.485 0.5650000000000001 1.0 0.05500000000000001 0.4 20.0 10.0
400.0 0.071145824860365 1.0 0.5 20.0 1.0 0.025 390.0 0.55 0.545 10.0 0.595 1.0 0.9222222222222223 1.0 0.575 0.55 0.975 0.525 0.5650000000000001 1.0 0.05500000000000001 0.4 20.0 10.0
400.0 0.071145824860365 1.0 0.5 20.0 1.0 0.025 390.0 0.55 0.5225 10.0 0.5725 1.0 0.9222222222222223 1.0 0.5525 0.5 0.975 0.5025 0.5650000000000001 1.0 0.05500000000000001 0.4 20.0 10.0
400.0 0.071145824860365 1.0 0.5 20.0 1.0 0.025 390.0 0.55 0.505 10.0 0.5575 1.0 0.9222222222222223 1.0 0.5375 0.45 0.975 0.485 0.5650000000000001 1.0 0.05500000000000001 0.4 20.0 10.0
400.0 0.071145824860365 1.0 0.5 20.0 1.0 0.025 390.0 0.55 0.505 10.0 0.5575 1.0 0.9222222222222223 1.0 0.5375 0.45 0.975 0.485 0.5650000000000001 1.0 0.05500000000000001 0.4 20.0 10.0
400.0 0.071145824860365 1.0 0.5 20.0 1.0 0.025 390.0 0.55 0.5 10.0 0.5525 1.0 0.9222222222222223 1.0 0.5325 0.35 0.975 0.48 0.5650000000000001 1.0 0.05500000000000001 0.4 20.0 10.0
400.0 0.071145824860365 1.0 0.5 20.0 1.0 0.025 390.0 0.55 0.495 10.0 0.5475 1.0 0.9222222222222223 1.0 0.5275 0.35 0.975 0.475 0.5650000000000001 1.0 0.05500000000000001 0.4 20.0 10.0
400.0 0.071145824860365 1.0 0.5 20.0 1.0 0.025 390.0 0.55 0.505 10.0 0.5575 1.0 0.9222222222222223 1.0 0.5375 0.4 0.975 0.485 0.5650000000000001 1.0 0.05500000000000001 0.4 20.0 10.0
400.0 0.071145824860365 1.0 0.5 20.0 1.0 0.025 390.0 0.55 0.5075 10.0 0.5675 1.0 0.9222222222222223 1.0 0.5475 0.45 0.975 0.4875 0.5650000000000001 1.0 0.05500000000000001 0.4 20.0 10.0
400.0 0.071145824860365 1.0 0.5 20.0 1.0 0.025 390.0 0.55 0.495 10.0 0.525 1.0 0.9222222222222223 1.0 0.505 0.4 0.975 0.475 0.5650000000000001 1.0 0.05500000000000001 0.4 20.0 10.0
400.0 0.071145824860365 1.0 0.5 20.0 1.0 0.025 390.0 0.55 0.49 10.0 0.52 1.0 0.9222222222222223 1.0 0.5 0.35 0.975 0.47 0.5650000000000001 1.0 0.05500000000000001 0.4 20.0 10.0
400.0 0.071145824860365 1.0 0.5 20.0 1.0 0.025 390.0 0.55 0.495 10.0 0.5425 1.0 0.9222222222222223 1.0 0.5225 0.35 0.975 0.475 0.5650000000000001 1.0 0.05500000000000001 0.4 20.0 10.0
400.0 0.071145824860365 1.0 0.5 20.0 1.0 0.025 390.0 0.55 0.575 10.0 0.6075 1.0 0.9222222222222223 1.0 0.5875 0.5 0.975 0.555 0.5650000000000001 1.0 0.05500000000000001 0.4 20.0 10.0
400.0 0.071145824860365 1.0 0.5 20.0 1.0 0.025 390.0 0.55 0.585 10.0 0.6175 1.0 0.9222222222222223 1.0 0.5975 0.65 0.975 0.565 0.5650000000000001 1.0 0.05500000000000001 0.4 20.0 10.0
400.0 0.071145824860365 1.0 0.5 20.0 1.0 0.025 390.0 0.55 0.585 10.0 0.6225 1.0 0.9222222222222223 1.0 0.6025 0.6 0.975 0.565 0.5650000000000001 1.0 0.05500000000000001 0.4 20.0 10.0
400.0 0.071145824860365 1.0 0.5 20.0 1.0 0.025 390.0 0.55 0.5125 10.0 0.56 1.0 0.9222222222222223 1.0 0.54 0.5 0.975 0.4925 0.5650000000000001 1.0 0.05500000000000001 0.4 20.0 10.0
400.0 0.071145824860365 1.0 0.5 20.0 1.0 0.025 390.0 0.55 0.5175 10.0 0.565 1.0 0.9222222222222223 1.0 0.545 0.55 0.975 0.4975 0.5650000000000001 1.0 0.05500000000000001 0.4 20.0 10.0
400.0 0.071145824860365 1.0 0.5 20.0 1.0 0.025 390.0 0.55 0.5175 10.0 0.5775 1.0 0.9222222222222223 1.0 0.5575 0.65 0.975 0.4975 0.5650000000000001 1.0 0.05500000000000001 0.4 20.0 10.0
400.0 0.071145824860365 1.0 0.5 20.0 1.0 0.025 390.0 0.55 0.5125 10.0 0.5725 1.0 0.9222222222222223 1.0 0.5525 0.6 0.975 0.4925 0.5650000000000001 1.0 0.05500000000000001 0.4 20.0 10.0
400.0 0.071145824860365 1.0 0.5 20.0 1.0 0.025 390.0 0.55 0.515 10.0 0.575 1.0 0.9222222222222223 1.0 0.555 0.65 0.975 0.495 0.5650000000000001 1.0 0.05500000000000001 0.4 20.0 10.0
400.0 0.071145824860365 1.0 0.5 20.0 1.0 0.025 390.0 0.55 0.585 10.0 0.625 1.0 0.9222222222222223 1.0 0.605 0.65 0.975 0.565 0.5650000000000001 1.0 0.05500000000000001 0.4 20.0 10.0
400.0 0.071145824860365 1.0 0.5 20.0 1.0 0.025 390.0 0.55 0.585 10.0 0.625 1.0 0.9222222222222223 1.0 0.605 0.65 0.975 0.565 0.5650000000000001 1.0 0.05500000000000001 0.4 20.0 10.0
400.0 0.071145824860365 1.0 0.5 20.0 1.0 0.025 390.0 0.55 0.585 10.0 0.625 1.0 0.9222222222222223 1.0 0.605 0.65 0.975 0.565 0.5650000000000001 1.0 0.05500000000000001 0.4 20.0 10.0
400.0 0.071145824860365 1.0 0.5 20.0 1.0 0.025 390.0 0.55 0.6475 10.0 0.685 1.0 0.9222222222222223 1.0 0.665 0.7 0.975 0.6275 0.5650000000000001 1.0 0.05500000000000001 0.4 20.0 10.0
400.0 0.071145824860365 1.0 0.5 20.0 1.0 0.025 390.0 0.55 0.66 10.0 0.6975 1.0 0.9222222222222223 1.0 0.6775 0.75 0.975 0.64 0.5650000000000001 1.0 0.05500000000000001 0.4 20.0 10.0
400.0 0.071145824860365 1.0 0.5 20.0 1.0 0.025 390.0 0.55 0.57 10.0 0.6175 1.0 0.9222222222222223 1.0 0.5975 0.75 0.975 0.55 0.5650000000000001 1.0 0.05500000000000001 0.4 20.0 10.0
400.0 0.071145824860365 1.0 0.5 20.0 1.0 0.025 390.0 0.55 0.5975 10.0 0.6375 1.0 0.9222222222222223 1.0 0.6175 0.7 0.975 0.5775 0.5650000000000001 1.0 0.05500000000000001 0.4 20.0 10.0
400.0 0.071145824860365 1.0 0.5 20.0 1.0 0.025 390.0 0.55 0.64 10.0 0.675 1.0 0.9222222222222223 1.0 0.655 0.55 0.975 0.62 0.5650000000000001 1.0 0.05500000000000001 0.4 20.0 10.0
