N dis_x_std b condition H p damaged_fraction undamaged_N outputs_fraction_hlt flux_fraction_hlt n active_fraction_hlt q dis_x_avg inputs active_fraction_dis inputs_fraction undamaged_fraction flux_fraction_dis dis_y_avg order dis_y_std outputs_fraction_dis L damaged_nodes
400.0 0.08333333333333333 1.0 0.5 20.0 1.0 0.025 390.0 0.3 0.2125 10.0 0.495 1.0 0.25 1.0 0.27 0.75 0.975 0.0 0.575 1.0 0.06020797289396148 0.0 20.0 10.0
400.0 0.08333333333333333 1.0 0.5 20.0 1.0 0.025 390.0 0.3 0.2125 10.0 0.4925 1.0 0.25 1.0 0.2675 0.7 0.975 0.0 0.575 1.0 0.06020797289396148 0.0 20.0 10.0
400.0 0.08333333333333333 1.0 0.5 20.0 1.0 0.025 390.0 0.3 0.2075 10.0 0.43 1.0 0.25 1.0 0.205 0.55 0.975 0.0 0.575 1.0 0.06020797289396148 0.0 20.0 10.0
400.0 0.08333333333333333 1.0 0.5 20.0 1.0 0.025 390.0 0.3 0.2075 10.0 0.4075 1.0 0.25 1.0 0.1825 0.5 0.975 0.0 0.575 1.0 0.06020797289396148 0.0 20.0 10.0
400.0 0.08333333333333333 1.0 0.5 20.0 1.0 0.025 390.0 0.3 0.205 10.0 0.4025 1.0 0.25 1.0 0.1775 0.45 0.975 0.0 0.575 1.0 0.06020797289396148 0.0 20.0 10.0
400.0 0.08333333333333333 1.0 0.5 20.0 1.0 0.025 390.0 0.3 0.205 10.0 0.3625 1.0 0.25 1.0 0.1375 0.25 0.975 0.0 0.575 1.0 0.06020797289396148 0.0 20.0 10.0
400.0 0.08333333333333333 1.0 0.5 20.0 1.0 0.025 390.0 0.3 0.205 10.0 0.3625 1.0 0.25 1.0 0.1375 0.25 0.975 0.0 0.575 1.0 0.06020797289396148 0.0 20.0 10.0
400.0 0.08333333333333333 1.0 0.5 20.0 1.0 0.025 390.0 0.3 0.1975 10.0 0.355 1.0 0.25 1.0 0.1275 0.2 0.975 0.0 0.575 1.0 0.06020797289396148 0.0 20.0 10.0
400.0 0.08333333333333333 1.0 0.5 20.0 1.0 0.025 390.0 0.3 0.1975 10.0 0.3525 1.0 0.25 1.0 0.125 0.15 0.975 0.0 0.575 1.0 0.06020797289396148 0.0 20.0 10.0
400.0 0.08333333333333333 1.0 0.5 20.0 1.0 0.025 390.0 0.3 0.1975 10.0 0.3575 1.0 0.25 1.0 0.13 0.2 0.975 0.0 0.575 1.0 0.06020797289396148 0.0 20.0 10.0
400.0 0.08333333333333333 1.0 0.5 20.0 1.0 0.025 390.0 0.3 0.1975 10.0 0.3525 1.0 0.25 1.0 0.125 0.15 0.975 0.0 0.575 1.0 0.06020797289396148 0.0 20.0 10.0
400.0 0.08333333333333333 1.0 0.5 20.0 1.0 0.025 390.0 0.3 0.1975 10.0 0.3525 1.0 0.25 1.0 0.125 0.15 0.975 0.0 0.575 1.0 0.06020797289396148 0.0 20.0 10.0
400.0 0.08333333333333333 1.0 0.5 20.0 1.0 0.025 390.0 0.3 0.1975 10.0 0.245 1.0 0.25 1.0 0.0175 0.1 0.975 0.0 0.575 1.0 0.06020797289396148 0.0 20.0 10.0
400.0 0.08333333333333333 1.0 0.5 20.0 1.0 0.025 390.0 0.3 0.1975 10.0 0.2425 1.0 0.25 1.0 0.015 0.05 0.975 0.0 0.575 1.0 0.06020797289396148 0.0 20.0 10.0
400.0 0.08333333333333333 1.0 0.5 20.0 1.0 0.025 390.0 0.3 0.1975 10.0 0.345 1.0 0.25 1.0 0.1175 0.1 0.975 0.0 0.575 1.0 0.06020797289396148 0.0 20.0 10.0
400.0 0.08333333333333333 1.0 0.5 20.0 1.0 0.025 390.0 0.0 0.0 10.0 0.115 1.0 0.25 1.0 0.1125 0.1 0.975 0.0 0.575 1.0 0.06020797289396148 0.0 20.0 10.0
400.0 0.08333333333333333 1.0 0.5 20.0 1.0 0.025 390.0 0.0 0.0 10.0 0.0125 1.0 0.25 1.0 0.01 0.05 0.975 0.0 0.575 1.0 0.06020797289396148 0.0 20.0 10.0
400.0 0.08333333333333333 1.0 0.5 20.0 1.0 0.025 390.0 0.0 0.0 10.0 0.0125 1.0 0.25 1.0 0.01 0.05 0.975 0.0 0.575 1.0 0.06020797289396148 0.0 20.0 10.0
