N dis_x_std b condition H p damaged_fraction undamaged_N outputs_fraction_hlt flux_fraction_hlt n active_fraction_hlt q dis_x_avg inputs active_fraction_dis inputs_fraction undamaged_fraction flux_fraction_dis dis_y_avg order dis_y_std outputs_fraction_dis L damaged_nodes
400.0 0.05 0.75 0.5 20.0 1.0 0.025 390.0 1.0 1.0 10.0 1.0 1.0 0.15000000000000002 1.0 0.65 1.0 0.975 0.55 0.655 1.0 0.07566372975210778 0.55 20.0 10.0
400.0 0.05 0.75 0.5 20.0 1.0 0.025 390.0 0.55 0.705 10.0 0.745 1.0 0.15000000000000002 1.0 0.5975 0.9 0.975 0.55 0.655 1.0 0.07566372975210778 0.55 20.0 10.0
400.0 0.05 0.75 0.5 20.0 1.0 0.025 390.0 0.55 0.5425 10.0 0.5975 1.0 0.15000000000000002 1.0 0.4275 0.7 0.975 0.3075 0.655 1.0 0.07566372975210778 0.55 20.0 10.0
400.0 0.05 0.75 0.5 20.0 1.0 0.025 390.0 0.55 0.5725 10.0 0.625 1.0 0.15000000000000002 1.0 0.455 0.7 0.975 0.3375 0.655 1.0 0.07566372975210778 0.55 20.0 10.0
400.0 0.05 0.75 0.5 20.0 1.0 0.025 390.0 0.1 0.1825 10.0 0.43 1.0 0.15000000000000002 1.0 0.2925 0.7 0.975 0.1825 0.655 1.0 0.07566372975210778 0.1 20.0 10.0
400.0 0.05 0.75 0.5 20.0 1.0 0.025 390.0 0.55 0.5725 10.0 0.625 1.0 0.15000000000000002 1.0 0.455 0.7 0.975 0.335 0.655 1.0 0.07566372975210778 0.55 20.0 10.0
400.0 0.05 0.75 0.5 20.0 1.0 0.025 390.0 0.55 0.5375 10.0 0.5925 1.0 0.15000000000000002 1.0 0.4225 0.65 0.975 0.3 0.655 1.0 0.07566372975210778 0.55 20.0 10.0
400.0 0.05 0.75 0.5 20.0 1.0 0.025 390.0 0.55 0.535 10.0 0.605 1.0 0.15000000000000002 1.0 0.435 0.65 0.975 0.3 0.655 1.0 0.07566372975210778 0.55 20.0 10.0
400.0 0.05 0.75 0.5 20.0 1.0 0.025 390.0 1.0 0.8175 10.0 0.835 1.0 0.15000000000000002 1.0 0.4625 0.65 0.975 0.2875 0.655 1.0 0.07566372975210778 0.55 20.0 10.0
400.0 0.05 0.75 0.5 20.0 1.0 0.025 390.0 0.55 0.5225 10.0 0.595 1.0 0.15000000000000002 1.0 0.425 0.6 0.975 0.2875 0.655 1.0 0.07566372975210778 0.55 20.0 10.0
